Year,State,Value
1999,WISCONSIN,1350000
2000,WISCONSIN,1550000
2001,WISCONSIN,1600000
2002,WISCONSIN,1540000
2003,WISCONSIN,1720000
2004,WISCONSIN,1600000
2005,WISCONSIN,1610000
2006,WISCONSIN,1650000
2007,WISCONSIN,1400000
2008,WISCONSIN,1610000
2009,WISCONSIN,1630000
2010,WISCONSIN,1640000
2011,WISCONSIN,1620000
2012,WISCONSIN,1710000
2013,WISCONSIN,1580000
2014,WISCONSIN,1800000
2015,WISCONSIN,1880000
2016,WISCONSIN,1960000
2017,WISCONSIN,2150000
2018,WISCONSIN,2220000
2019,WISCONSIN,1750000
2020,WISCONSIN,2020000
2021,WISCONSIN,2100000
