Year,State,Value
2000,NEVADA,"500,000"
2001,NEVADA,"495,000"
2002,NEVADA,"485,000"
2003,NEVADA,"440,000"
2004,NEVADA,"420,000"
2005,NEVADA,"450,000"
2006,NEVADA,"470,000"
2007,NEVADA,"460,000"
2008,NEVADA,"455,000"
2009,NEVADA,"490,000"
2010,NEVADA,"470,000"
2011,NEVADA,"450,000"
2012,NEVADA,"415,000"
2013,NEVADA,"345,000"
2014,NEVADA,"430,000"
2015,NEVADA,"320,000"
2016,NEVADA,"340,000"
2017,NEVADA,"385,000"
2018,NEVADA,"365,000"
2019,NEVADA,"435,000"
2020,NEVADA,"320,000"
2021,NEVADA,"385,000"
1990,NEW HAMPSHIRE,"70,000"
1991,NEW HAMPSHIRE,"74,000"
1992,NEW HAMPSHIRE,"86,000"
1993,NEW HAMPSHIRE,"91,000"
1994,NEW HAMPSHIRE,"79,000"
1995,NEW HAMPSHIRE,"68,000"
1996,NEW HAMPSHIRE,"67,000"
1997,NEW HAMPSHIRE,"62,000"
1998,NEW HAMPSHIRE,"56,000"
1999,NEW HAMPSHIRE,"62,000"
2000,NEW HAMPSHIRE,"58,000"
2001,NEW HAMPSHIRE,"57,000"
2002,NEW HAMPSHIRE,"54,000"
2003,NEW HAMPSHIRE,"52,000"
2004,NEW HAMPSHIRE,"59,000"
2005,NEW HAMPSHIRE,"59,000"
2006,NEW HAMPSHIRE,"56,000"
2007,NEW HAMPSHIRE,"55,000"
2008,NEW HAMPSHIRE,"53,000"
2009,NEW HAMPSHIRE,"57,000"
2010,NEW HAMPSHIRE,"56,000"
2011,NEW HAMPSHIRE,"53,000"
2012,NEW HAMPSHIRE,"52,000"
2013,NEW HAMPSHIRE,"51,000"
2014,NEW HAMPSHIRE,"55,000"
2015,NEW HAMPSHIRE,"50,000"
2016,NEW HAMPSHIRE,"55,000"
2017,NEW HAMPSHIRE,"45,000"
2018,NEW HAMPSHIRE,"39,000"
2019,NEW HAMPSHIRE,"49,000"
2020,NEW HAMPSHIRE,"42,000"
2021,NEW HAMPSHIRE,"42,000"
1990,NEW JERSEY,"110,000"
1991,NEW JERSEY,"114,000"
1992,NEW JERSEY,"117,000"
1993,NEW JERSEY,"120,000"
1994,NEW JERSEY,"120,000"
1995,NEW JERSEY,"130,000"
1996,NEW JERSEY,"120,000"
1997,NEW JERSEY,"120,000"
1998,NEW JERSEY,"120,000"
1999,NEW JERSEY,"120,000"
2000,NEW JERSEY,"120,000"
2001,NEW JERSEY,"120,000"
2002,NEW JERSEY,"120,000"
2003,NEW JERSEY,"120,000"
2004,NEW JERSEY,"120,000"
2005,NEW JERSEY,"115,000"
2006,NEW JERSEY,"115,000"
2007,NEW JERSEY,"115,000"
2008,NEW JERSEY,"115,000"
2009,NEW JERSEY,"110,000"
2010,NEW JERSEY,"105,000"
2011,NEW JERSEY,"102,000"
2012,NEW JERSEY,"103,000"
2013,NEW JERSEY,"97,000"
2014,NEW JERSEY,"106,000"
2015,NEW JERSEY,"102,000"
2016,NEW JERSEY,"115,000"
2017,NEW JERSEY,"108,000"
2018,NEW JERSEY,"114,000"
2019,NEW JERSEY,"91,000"
2020,NEW JERSEY,"106,000"
2021,NEW JERSEY,"100,000"
1990,NEW MEXICO,"320,000"
1991,NEW MEXICO,"330,000"
1992,NEW MEXICO,"320,000"
1993,NEW MEXICO,"325,000"
1994,NEW MEXICO,"320,000"
1995,NEW MEXICO,"345,000"
1996,NEW MEXICO,"350,000"
1997,NEW MEXICO,"345,000"
1998,NEW MEXICO,"360,000"
1999,NEW MEXICO,"380,000"
2000,NEW MEXICO,"390,000"
2001,NEW MEXICO,"370,000"
2002,NEW MEXICO,"360,000"
2003,NEW MEXICO,"300,000"
2004,NEW MEXICO,"330,000"
2005,NEW MEXICO,"330,000"
2006,NEW MEXICO,"320,000"
2007,NEW MEXICO,"350,000"
2008,NEW MEXICO,"340,000"
2009,NEW MEXICO,"320,000"
2010,NEW MEXICO,"310,000"
2011,NEW MEXICO,"280,000"
2012,NEW MEXICO,"285,000"
2013,NEW MEXICO,"230,000"
2014,NEW MEXICO,"305,000"
2015,NEW MEXICO,"280,000"
2016,NEW MEXICO,"275,000"
2017,NEW MEXICO,"285,000"
2018,NEW MEXICO,"250,000"
2019,NEW MEXICO,"245,000"
2020,NEW MEXICO,"225,000"
2021,NEW MEXICO,"235,000"
1990,NEW YORK,"1,980,000"
1991,NEW YORK,"1,950,000"
1992,NEW YORK,"1,700,000"
1993,NEW YORK,"1,750,000"
1994,NEW YORK,"1,660,000"
1995,NEW YORK,"1,600,000"
1996,NEW YORK,"1,510,000"
1997,NEW YORK,"1,530,000"
1998,NEW YORK,"1,400,000"
1999,NEW YORK,"1,500,000"
2000,NEW YORK,"1,500,000"
2001,NEW YORK,"1,670,000"
2002,NEW YORK,"1,710,000"
2003,NEW YORK,"1,850,000"
2004,NEW YORK,"1,270,000"
2005,NEW YORK,"1,650,000"
2006,NEW YORK,"1,520,000"
2007,NEW YORK,"1,360,000"
2008,NEW YORK,"1,320,000"
2009,NEW YORK,"1,360,000"
2010,NEW YORK,"1,330,000"
2011,NEW YORK,"1,280,000"
2012,NEW YORK,"1,340,000"
2013,NEW YORK,"1,430,000"
2014,NEW YORK,"1,370,000"
2015,NEW YORK,"1,230,000"
2016,NEW YORK,"1,360,000"
2017,NEW YORK,"1,320,000"
2018,NEW YORK,"1,220,000"
2019,NEW YORK,"1,180,000"
2020,NEW YORK,"1,060,000"
2021,NEW YORK,"1,130,000"
1990,NORTH CAROLINA,"470,000"
1991,NORTH CAROLINA,"520,000"
1992,NORTH CAROLINA,"530,000"
1993,NORTH CAROLINA,"530,000"
1994,NORTH CAROLINA,"550,000"
1995,NORTH CAROLINA,"580,000"
1996,NORTH CAROLINA,"645,000"
1997,NORTH CAROLINA,"650,000"
1998,NORTH CAROLINA,"670,000"
1999,NORTH CAROLINA,"710,000"
2000,NORTH CAROLINA,"710,000"
2001,NORTH CAROLINA,"710,000"
2002,NORTH CAROLINA,"750,000"
2003,NORTH CAROLINA,"778,000"
2004,NORTH CAROLINA,"712,000"
2005,NORTH CAROLINA,"691,000"
2006,NORTH CAROLINA,"690,000"
2007,NORTH CAROLINA,"699,000"
2008,NORTH CAROLINA,"808,000"
2009,NORTH CAROLINA,"847,000"
2010,NORTH CAROLINA,"867,000"
2011,NORTH CAROLINA,"776,000"
2012,NORTH CAROLINA,"655,000"
2013,NORTH CAROLINA,"858,000"
2014,NORTH CAROLINA,"830,000"
2015,NORTH CAROLINA,"777,000"
2016,NORTH CAROLINA,"687,000"
2017,NORTH CAROLINA,"657,000"
2018,NORTH CAROLINA,"816,000"
2019,NORTH CAROLINA,"816,000"
2020,NORTH CAROLINA,"665,000"
2021,NORTH CAROLINA,"648,000"
1990,NORTH DAKOTA,"3,500,000"
1991,NORTH DAKOTA,"3,300,000"
1992,NORTH DAKOTA,"2,900,000"
1993,NORTH DAKOTA,"2,950,000"
1994,NORTH DAKOTA,"2,800,000"
1995,NORTH DAKOTA,"2,700,000"
1996,NORTH DAKOTA,"2,900,000"
1997,NORTH DAKOTA,"3,150,000"
1998,NORTH DAKOTA,"2,600,000"
1999,NORTH DAKOTA,"2,900,000"
2000,NORTH DAKOTA,"2,400,000"
2001,NORTH DAKOTA,"2,750,000"
2002,NORTH DAKOTA,"3,300,000"
2003,NORTH DAKOTA,"2,950,000"
2004,NORTH DAKOTA,"2,730,000"
2005,NORTH DAKOTA,"3,030,000"
2006,NORTH DAKOTA,"2,720,000"
2007,NORTH DAKOTA,"2,680,000"
2008,NORTH DAKOTA,"3,220,000"
2009,NORTH DAKOTA,"2,960,000"
2010,NORTH DAKOTA,"2,550,000"
2011,NORTH DAKOTA,"2,480,000"
2012,NORTH DAKOTA,"2,190,000"
2013,NORTH DAKOTA,"2,620,000"
2014,NORTH DAKOTA,"2,700,000"
2015,NORTH DAKOTA,"2,750,000"
2016,NORTH DAKOTA,"2,530,000"
2017,NORTH DAKOTA,"2,580,000"
2018,NORTH DAKOTA,"2,670,000"
2019,NORTH DAKOTA,"2,420,000"
2020,NORTH DAKOTA,"2,220,000"
2021,NORTH DAKOTA,"2,400,000"
1990,OHIO,"1,400,000"
1991,OHIO,"1,300,000"
1992,OHIO,"1,300,000"
1993,OHIO,"1,250,000"
1994,OHIO,"1,280,000"
1995,OHIO,"1,250,000"
1996,OHIO,"1,200,000"
1997,OHIO,"1,250,000"
1998,OHIO,"1,160,000"
1999,OHIO,"1,240,000"
2000,OHIO,"1,280,000"
2001,OHIO,"1,390,000"
2002,OHIO,"1,320,000"
2003,OHIO,"1,350,000"
2004,OHIO,"1,190,000"
2005,OHIO,"1,200,000"
2006,OHIO,"1,210,000"
2007,OHIO,"1,160,000"
2008,OHIO,"1,140,000"
2009,OHIO,"1,040,000"
2010,OHIO,"1,110,000"
2011,OHIO,"1,120,000"
2012,OHIO,"1,030,000"
2013,OHIO,"1,025,000"
2014,OHIO,"970,000"
2015,OHIO,"1,020,000"
2016,OHIO,"965,000"
2017,OHIO,"960,000"
2018,OHIO,"970,000"
2019,OHIO,"920,000"
2020,OHIO,"860,000"
2021,OHIO,"870,000"
1990,OKLAHOMA,"2,130,000"
1991,OKLAHOMA,"2,300,000"
1992,OKLAHOMA,"2,250,000"
1993,OKLAHOMA,"2,130,000"
1994,OKLAHOMA,"2,220,000"
1995,OKLAHOMA,"2,170,000"
1996,OKLAHOMA,"2,660,000"
1997,OKLAHOMA,"2,560,000"
1998,OKLAHOMA,"2,250,000"
1999,OKLAHOMA,"2,560,000"
2000,OKLAHOMA,"2,430,000"
2001,OKLAHOMA,"2,410,000"
2002,OKLAHOMA,"3,150,000"
2003,OKLAHOMA,"2,810,000"
2004,OKLAHOMA,"3,060,000"
2005,OKLAHOMA,"2,920,000"
2006,OKLAHOMA,"3,160,000"
2007,OKLAHOMA,"3,140,000"
2008,OKLAHOMA,"2,910,000"
2009,OKLAHOMA,"3,220,000"
2010,OKLAHOMA,"3,210,000"
2011,OKLAHOMA,"2,500,000"
2012,OKLAHOMA,"2,800,000"
2013,OKLAHOMA,"3,130,000"
2014,OKLAHOMA,"3,590,000"
2015,OKLAHOMA,"3,020,000"
2016,OKLAHOMA,"2,960,000"
2017,OKLAHOMA,"2,930,000"
2018,OKLAHOMA,"3,230,000"
2019,OKLAHOMA,"3,005,000"
2020,OKLAHOMA,"2,790,000"
2021,OKLAHOMA,"2,760,000"
1990,OREGON,"1,020,000"
1991,OREGON,"1,075,000"
1992,OREGON,"925,000"
1993,OREGON,"1,040,000"
1994,OREGON,"1,010,000"
1995,OREGON,"1,100,000"
1996,OREGON,"1,070,000"
1997,OREGON,"1,035,000"
1998,OREGON,"970,000"
1999,OREGON,"1,100,000"
2000,OREGON,"1,080,000"
2001,OREGON,"1,025,000"
2002,OREGON,"1,115,000"
2003,OREGON,"1,100,000"
2004,OREGON,"1,130,000"
2005,OREGON,"1,000,000"
2006,OREGON,"1,050,000"
2007,OREGON,"1,010,000"
2008,OREGON,"1,025,000"
2009,OREGON,"1,030,000"
2010,OREGON,"1,045,000"
2011,OREGON,"1,030,000"
2012,OREGON,"1,000,000"
2013,OREGON,"1,020,000"
2014,OREGON,"1,030,000"
2015,OREGON,"1,060,000"
2016,OREGON,"1,130,000"
2017,OREGON,"1,085,000"
2018,OREGON,"1,000,000"
2019,OREGON,"970,000"
2020,OREGON,"960,000"
2021,OREGON,"920,000"
1990,PENNSYLVANIA,"1,900,000"
1991,PENNSYLVANIA,"1,890,000"
1992,PENNSYLVANIA,"1,890,000"
1993,PENNSYLVANIA,"1,880,000"
1994,PENNSYLVANIA,"1,920,000"
1995,PENNSYLVANIA,"1,910,000"
1996,PENNSYLVANIA,"1,880,000"
1997,PENNSYLVANIA,"1,870,000"
1998,PENNSYLVANIA,"1,850,000"
1999,PENNSYLVANIA,"1,900,000"
2000,PENNSYLVANIA,"1,800,000"
2001,PENNSYLVANIA,"1,650,000"
2002,PENNSYLVANIA,"1,730,000"
2003,PENNSYLVANIA,"1,650,000"
2004,PENNSYLVANIA,"1,700,000"
2005,PENNSYLVANIA,"1,600,000"
2006,PENNSYLVANIA,"1,750,000"
2007,PENNSYLVANIA,"1,800,000"
2008,PENNSYLVANIA,"1,750,000"
2009,PENNSYLVANIA,"1,550,000"
2010,PENNSYLVANIA,"1,500,000"
2011,PENNSYLVANIA,"1,450,000"
2012,PENNSYLVANIA,"1,420,000"
2013,PENNSYLVANIA,"1,260,000"
2014,PENNSYLVANIA,"1,400,000"
2015,PENNSYLVANIA,"1,290,000"
2016,PENNSYLVANIA,"1,300,000"
2017,PENNSYLVANIA,"1,420,000"
2018,PENNSYLVANIA,"1,190,000"
2019,PENNSYLVANIA,"1,210,000"
2020,PENNSYLVANIA,"1,355,000"
2021,PENNSYLVANIA,"1,210,000"
1990,RHODE ISLAND,"9,000"
1991,RHODE ISLAND,"7,000"
1992,RHODE ISLAND,"9,000"
1993,RHODE ISLAND,"9,000"
1994,RHODE ISLAND,"8,000"
1995,RHODE ISLAND,"7,000"
1996,RHODE ISLAND,"8,000"
1997,RHODE ISLAND,"8,000"
1998,RHODE ISLAND,"10,000"
1999,RHODE ISLAND,"9,000"
2000,RHODE ISLAND,"10,000"
2001,RHODE ISLAND,"9,000"
2002,RHODE ISLAND,"8,000"
2003,RHODE ISLAND,"9,000"
2004,RHODE ISLAND,"9,000"
2005,RHODE ISLAND,"9,000"
2006,RHODE ISLAND,"7,000"
2007,RHODE ISLAND,"8,000"
2008,RHODE ISLAND,"7,000"
2009,RHODE ISLAND,"7,000"
2010,RHODE ISLAND,"8,000"
2011,RHODE ISLAND,"9,000"
2012,RHODE ISLAND,"8,000"
2013,RHODE ISLAND,"8,000"
2014,RHODE ISLAND,"7,000"
2015,RHODE ISLAND,"6,000"
2016,RHODE ISLAND,"7,000"
2017,RHODE ISLAND,"6,000"
2018,RHODE ISLAND,"6,000"
2019,RHODE ISLAND,"5,000"
2020,RHODE ISLAND,"5,000"
2021,RHODE ISLAND,"5,000"
1990,SOUTH CAROLINA,"240,000"
1991,SOUTH CAROLINA,"260,000"
1992,SOUTH CAROLINA,"225,000"
1993,SOUTH CAROLINA,"230,000"
1994,SOUTH CAROLINA,"250,000"
1995,SOUTH CAROLINA,"300,000"
1996,SOUTH CAROLINA,"280,000"
1997,SOUTH CAROLINA,"300,000"
1998,SOUTH CAROLINA,"320,000"
1999,SOUTH CAROLINA,"300,000"
2000,SOUTH CAROLINA,"300,000"
2001,SOUTH CAROLINA,"320,000"
2002,SOUTH CAROLINA,"340,000"
2003,SOUTH CAROLINA,"340,000"
2004,SOUTH CAROLINA,"330,000"
2005,SOUTH CAROLINA,"290,000"
2006,SOUTH CAROLINA,"360,000"
2007,SOUTH CAROLINA,"330,000"
2008,SOUTH CAROLINA,"330,000"
2009,SOUTH CAROLINA,"350,000"
2010,SOUTH CAROLINA,"360,000"
2011,SOUTH CAROLINA,"300,000"
2012,SOUTH CAROLINA,"300,000"
2013,SOUTH CAROLINA,"290,000"
2014,SOUTH CAROLINA,"270,000"
2015,SOUTH CAROLINA,"300,000"
2016,SOUTH CAROLINA,"320,000"
2017,SOUTH CAROLINA,"300,000"
2018,SOUTH CAROLINA,"270,000"
2019,SOUTH CAROLINA,"270,000"
2020,SOUTH CAROLINA,"310,000"
2021,SOUTH CAROLINA,"280,000"
1990,SOUTH DAKOTA,"4,000,000"
1991,SOUTH DAKOTA,"4,350,000"
1992,SOUTH DAKOTA,"4,000,000"
1993,SOUTH DAKOTA,"4,000,000"
1994,SOUTH DAKOTA,"4,100,000"
1995,SOUTH DAKOTA,"4,300,000"
1996,SOUTH DAKOTA,"4,300,000"
1997,SOUTH DAKOTA,"4,100,000"
1998,SOUTH DAKOTA,"4,000,000"
1999,SOUTH DAKOTA,"4,000,000"
2000,SOUTH DAKOTA,"4,050,000"
2001,SOUTH DAKOTA,"4,700,000"
2002,SOUTH DAKOTA,"3,850,000"
2003,SOUTH DAKOTA,"4,300,000"
2004,SOUTH DAKOTA,"3,900,000"
2005,SOUTH DAKOTA,"4,000,000"
2006,SOUTH DAKOTA,"3,100,000"
2007,SOUTH DAKOTA,"3,750,000"
2008,SOUTH DAKOTA,"3,850,000"
2009,SOUTH DAKOTA,"3,800,000"
2010,SOUTH DAKOTA,"3,600,000"
2011,SOUTH DAKOTA,"3,400,000"
2012,SOUTH DAKOTA,"2,850,000"
2013,SOUTH DAKOTA,"3,050,000"
2014,SOUTH DAKOTA,"3,250,000"
2015,SOUTH DAKOTA,"3,400,000"
2016,SOUTH DAKOTA,"3,050,000"
2017,SOUTH DAKOTA,"2,950,000"
2018,SOUTH DAKOTA,"3,250,000"
2019,SOUTH DAKOTA,"3,350,000"
2020,SOUTH DAKOTA,"3,050,000"
2021,SOUTH DAKOTA,"2,750,000"
1990,TENNESSEE,"1,500,000"
1991,TENNESSEE,"1,650,000"
1992,TENNESSEE,"1,600,000"
1993,TENNESSEE,"1,700,000"
1994,TENNESSEE,"1,700,000"
1995,TENNESSEE,"1,750,000"
1996,TENNESSEE,"1,790,000"
1997,TENNESSEE,"1,740,000"
1998,TENNESSEE,"1,785,000"
1999,TENNESSEE,"1,880,000"
2000,TENNESSEE,"2,035,000"
2001,TENNESSEE,"2,035,000"
2002,TENNESSEE,"1,980,000"
2003,TENNESSEE,"2,030,000"
2004,TENNESSEE,"1,935,000"
2005,TENNESSEE,"1,885,000"
2006,TENNESSEE,"1,830,000"
2007,TENNESSEE,"1,775,000"
2008,TENNESSEE,"1,870,000"
2009,TENNESSEE,"1,915,000"
2010,TENNESSEE,"1,965,000"
2011,TENNESSEE,"1,880,000"
2012,TENNESSEE,"1,764,000"
2013,TENNESSEE,"1,915,000"
2014,TENNESSEE,"1,766,000"
2015,TENNESSEE,"1,765,000"
2016,TENNESSEE,"1,815,000"
2017,TENNESSEE,"1,665,000"
2018,TENNESSEE,"1,720,000"
2019,TENNESSEE,"1,763,000"
2020,TENNESSEE,"1,749,000"
2021,TENNESSEE,"1,731,000"
1990,TEXAS,"3,900,000"
1991,TEXAS,"3,800,000"
1992,TEXAS,"3,810,000"
1993,TEXAS,"3,485,000"
1994,TEXAS,"3,590,000"
1995,TEXAS,"3,760,000"
1996,TEXAS,"4,350,000"
1997,TEXAS,"4,435,000"
1998,TEXAS,"4,040,000"
1999,TEXAS,"5,340,000"
2000,TEXAS,"4,330,000"
2001,TEXAS,"5,040,000"
2002,TEXAS,"5,450,000"
2003,TEXAS,"5,240,000"
2004,TEXAS,"5,350,000"
2005,TEXAS,"5,050,000"
2006,TEXAS,"5,150,000"
2007,TEXAS,"5,340,000"
2008,TEXAS,"4,430,000"
2009,TEXAS,"4,620,000"
2010,TEXAS,"5,220,000"
2011,TEXAS,"3,700,000"
2012,TEXAS,"5,100,000"
2013,TEXAS,"5,640,000"
2014,TEXAS,"5,440,000"
2015,TEXAS,"4,730,000"
2016,TEXAS,"4,630,000"
2017,TEXAS,"4,520,000"
2018,TEXAS,"4,740,000"
2019,TEXAS,"4,920,000"
2020,TEXAS,"5,010,000"
2021,TEXAS,"5,140,000"
1990,UTAH,"625,000"
1991,UTAH,"640,000"
1992,UTAH,"630,000"
1993,UTAH,"650,000"
1994,UTAH,"685,000"
1995,UTAH,"695,000"
1996,UTAH,"705,000"
1997,UTAH,"715,000"
1998,UTAH,"710,000"
1999,UTAH,"710,000"
2000,UTAH,"725,000"
2001,UTAH,"720,000"
2002,UTAH,"715,000"
2003,UTAH,"700,000"
2004,UTAH,"715,000"
2005,UTAH,"700,000"
2006,UTAH,"710,000"
2007,UTAH,"700,000"
2008,UTAH,"695,000"
2009,UTAH,"690,000"
2010,UTAH,"700,000"
2011,UTAH,"760,000"
2012,UTAH,"660,000"
2013,UTAH,"725,000"
2014,UTAH,"680,000"
2015,UTAH,"670,000"
2016,UTAH,"690,000"
2017,UTAH,"705,000"
2018,UTAH,"650,000"
2019,UTAH,"680,000"
2020,UTAH,"730,000"
2021,UTAH,"665,000"
1990,VERMONT,"320,000"
1991,VERMONT,"305,000"
1992,VERMONT,"345,000"
1993,VERMONT,"320,000"
1994,VERMONT,"325,000"
1995,VERMONT,"300,000"
1996,VERMONT,"250,000"
1997,VERMONT,"265,000"
1998,VERMONT,"245,000"
1999,VERMONT,"245,000"
2000,VERMONT,"230,000"
2001,VERMONT,"240,000"
2002,VERMONT,"240,000"
2003,VERMONT,"225,000"
2004,VERMONT,"210,000"
2005,VERMONT,"220,000"
2006,VERMONT,"205,000"
2007,VERMONT,"190,000"
2008,VERMONT,"180,000"
2009,VERMONT,"190,000"
2010,VERMONT,"195,000"
2011,VERMONT,"175,000"
2012,VERMONT,"180,000"
2013,VERMONT,"180,000"
2014,VERMONT,"185,000"
2015,VERMONT,"175,000"
2016,VERMONT,"180,000"
2017,VERMONT,"185,000"
2018,VERMONT,"170,000"
2019,VERMONT,"160,000"
2020,VERMONT,"167,000"
2021,VERMONT,"160,000"
1990,VIRGINIA,"1,160,000"
1991,VIRGINIA,"1,140,000"
1992,VIRGINIA,"1,190,000"
1993,VIRGINIA,"1,200,000"
1994,VIRGINIA,"1,190,000"
1995,VIRGINIA,"1,240,000"
1996,VIRGINIA,"1,270,000"
1997,VIRGINIA,"1,170,000"
1998,VIRGINIA,"1,260,000"
1999,VIRGINIA,"1,270,000"
2000,VIRGINIA,"1,320,000"
2001,VIRGINIA,"1,330,000"
2002,VIRGINIA,"1,390,000"
2003,VIRGINIA,"1,280,000"
2004,VIRGINIA,"1,290,000"
2005,VIRGINIA,"1,320,000"
2006,VIRGINIA,"1,230,000"
2007,VIRGINIA,"1,290,000"
2008,VIRGINIA,"1,270,000"
2009,VIRGINIA,"1,180,000"
2010,VIRGINIA,"1,330,000"
2011,VIRGINIA,"1,370,000"
2012,VIRGINIA,"1,290,000"
2013,VIRGINIA,"1,240,000"
2014,VIRGINIA,"1,175,000"
2015,VIRGINIA,"1,175,000"
2016,VIRGINIA,"1,215,000"
2017,VIRGINIA,"1,195,000"
2018,VIRGINIA,"1,140,000"
2019,VIRGINIA,"1,145,000"
2020,VIRGINIA,"1,135,000"
2021,VIRGINIA,"1,188,000"
1990,WASHINGTON,"790,000"
1991,WASHINGTON,"780,000"
1992,WASHINGTON,"770,000"
1993,WASHINGTON,"750,000"
1994,WASHINGTON,"710,000"
1995,WASHINGTON,"760,000"
1996,WASHINGTON,"800,000"
1997,WASHINGTON,"780,000"
1998,WASHINGTON,"750,000"
1999,WASHINGTON,"740,000"
2000,WASHINGTON,"780,000"
2001,WASHINGTON,"790,000"
2002,WASHINGTON,"820,000"
2003,WASHINGTON,"810,000"
2004,WASHINGTON,"790,000"
2005,WASHINGTON,"740,000"
2006,WASHINGTON,"770,000"
2007,WASHINGTON,"790,000"
2008,WASHINGTON,"710,000"
2009,WASHINGTON,"810,000"
2010,WASHINGTON,"840,000"
2011,WASHINGTON,"780,000"
2012,WASHINGTON,"710,000"
2013,WASHINGTON,"760,000"
2014,WASHINGTON,"870,000"
2015,WASHINGTON,"750,000"
2016,WASHINGTON,"840,000"
2017,WASHINGTON,"740,000"
2018,WASHINGTON,"760,000"
2019,WASHINGTON,"640,000"
2020,WASHINGTON,"690,000"
2021,WASHINGTON,"770,000"
1990,WEST VIRGINIA,"560,000"
1991,WEST VIRGINIA,"520,000"
1992,WEST VIRGINIA,"540,000"
1993,WEST VIRGINIA,"530,000"
1994,WEST VIRGINIA,"550,000"
1995,WEST VIRGINIA,"560,000"
1996,WEST VIRGINIA,"570,000"
1997,WEST VIRGINIA,"575,000"
1998,WEST VIRGINIA,"580,000"
1999,WEST VIRGINIA,"580,000"
2000,WEST VIRGINIA,"600,000"
2001,WEST VIRGINIA,"580,000"
2002,WEST VIRGINIA,"570,000"
2003,WEST VIRGINIA,"545,000"
2004,WEST VIRGINIA,"575,000"
2005,WEST VIRGINIA,"575,000"
2006,WEST VIRGINIA,"590,000"
2007,WEST VIRGINIA,"600,000"
2008,WEST VIRGINIA,"605,000"
2009,WEST VIRGINIA,"625,000"
2010,WEST VIRGINIA,"620,000"
2011,WEST VIRGINIA,"645,000"
2012,WEST VIRGINIA,"595,000"
2013,WEST VIRGINIA,"590,000"
2014,WEST VIRGINIA,"618,000"
2015,WEST VIRGINIA,"590,000"
2016,WEST VIRGINIA,"587,000"
2017,WEST VIRGINIA,"567,000"
2018,WEST VIRGINIA,"535,000"
2019,WEST VIRGINIA,"515,000"
2020,WEST VIRGINIA,"540,000"
2021,WEST VIRGINIA,"555,000"
1990,WISCONSIN,"3,400,000"
1991,WISCONSIN,"3,300,000"
1992,WISCONSIN,"2,800,000"
1993,WISCONSIN,"2,800,000"
1994,WISCONSIN,"2,700,000"
1995,WISCONSIN,"2,700,000"
1996,WISCONSIN,"2,500,000"
1997,WISCONSIN,"2,370,000"
1998,WISCONSIN,"2,350,000"
1999,WISCONSIN,"2,550,000"
2000,WISCONSIN,"2,100,000"
2001,WISCONSIN,"2,050,000"
2002,WISCONSIN,"2,050,000"
2003,WISCONSIN,"2,100,000"
2004,WISCONSIN,"2,050,000"
2005,WISCONSIN,"2,050,000"
2006,WISCONSIN,"2,090,000"
2007,WISCONSIN,"1,970,000"
2008,WISCONSIN,"1,900,000"
2009,WISCONSIN,"1,920,000"
2010,WISCONSIN,"1,660,000"
2011,WISCONSIN,"1,600,000"
2012,WISCONSIN,"1,500,000"
2013,WISCONSIN,"1,600,000"
2014,WISCONSIN,"1,640,000"
2015,WISCONSIN,"1,510,000"
2016,WISCONSIN,"1,330,000"
2017,WISCONSIN,"1,270,000"
2018,WISCONSIN,"1,360,000"
2019,WISCONSIN,"1,300,000"
2020,WISCONSIN,"1,370,000"
2021,WISCONSIN,"1,220,000"
1990,WYOMING,"1,160,000"
1991,WYOMING,"1,320,000"
1992,WYOMING,"1,110,000"
1993,WYOMING,"1,270,000"
1994,WYOMING,"1,130,000"
1995,WYOMING,"1,300,000"
1996,WYOMING,"1,220,000"
1997,WYOMING,"1,260,000"
1998,WYOMING,"1,190,000"
1999,WYOMING,"1,290,000"
2000,WYOMING,"1,130,000"
2001,WYOMING,"1,130,000"
2002,WYOMING,"950,000"
2003,WYOMING,"1,200,000"
2004,WYOMING,"990,000"
2005,WYOMING,"1,140,000"
2006,WYOMING,"1,050,000"
2007,WYOMING,"1,120,000"
2008,WYOMING,"1,030,000"
2009,WYOMING,"1,270,000"
2010,WYOMING,"1,190,000"
2011,WYOMING,"1,120,000"
2012,WYOMING,"935,000"
2013,WYOMING,"990,000"
2014,WYOMING,"1,060,000"
2015,WYOMING,"1,090,000"
2016,WYOMING,"1,040,000"
2017,WYOMING,"1,100,000"
2018,WYOMING,"1,090,000"
2019,WYOMING,"1,150,000"
2020,WYOMING,"1,080,000"
2021,WYOMING,"940,000"
