Year,State,Value
2002,MASSACHUSETTS,"16,000"
2002,MICHIGAN,"870,000"
2002,MINNESOTA,"1,400,000"
2002,MISSOURI,"400,000"
2002,MONTANA,"1,500,000"
2002,NEBRASKA,"1,350,000"
2002,NEVADA,"275,000"
2002,NEW HAMPSHIRE,"8,000"
2002,NEW JERSEY,"30,000"
2002,NEW MEXICO,"240,000"
2002,NEW YORK,"610,000"
2002,NORTH CAROLINA,"20,000"
2002,NORTH DAKOTA,"1,450,000"
2002,OHIO,"620,000"
2002,OKLAHOMA,"350,000"
2002,OREGON,"495,000"
2002,PENNSYLVANIA,"680,000"
2002,RHODE ISLAND,"2,000"
2002,SOUTH DAKOTA,"2,250,000"
2002,TENNESSEE,"30,000"
2002,TEXAS,"150,000"
2002,UTAH,"565,000"
2002,VERMONT,"45,000"
2002,VIRGINIA,"140,000"
2002,WASHINGTON,"510,000"
2002,WEST VIRGINIA,"50,000"
2002,WISCONSIN,"1,650,000"
2002,WYOMING,"500,000"
2001,ARIZONA,"215,000"
2001,ARKANSAS,"20,000"
2001,CALIFORNIA,"1,010,000"
2001,COLORADO,"950,000"
2001,CONNECTICUT,"8,000"
2001,DELAWARE,"8,000"
2001,IDAHO,"1,120,000"
2001,ILLINOIS,"500,000"
2001,INDIANA,"330,000"
2001,IOWA,"1,250,000"
2001,KANSAS,"900,000"
2001,KENTUCKY,"260,000"
2001,MAINE,"10,000"
2001,MARYLAND,"65,000"
2001,MASSACHUSETTS,"17,000"
2001,MICHIGAN,"900,000"
2001,MINNESOTA,"1,450,000"
2001,MISSOURI,"380,000"
2001,MONTANA,"1,600,000"
2001,NEBRASKA,"1,400,000"
2001,NEVADA,"265,000"
2001,NEW HAMPSHIRE,"7,000"
2001,NEW JERSEY,"30,000"
2001,NEW MEXICO,"260,000"
2001,NEW YORK,"570,000"
2001,NORTH CAROLINA,"20,000"
2001,NORTH DAKOTA,"1,600,000"
2001,OHIO,"610,000"
2001,OKLAHOMA,"360,000"
2001,OREGON,"460,000"
2001,PENNSYLVANIA,"670,000"
2001,RHODE ISLAND,"2,000"
2001,SOUTH DAKOTA,"3,000,000"
2001,TENNESSEE,"35,000"
2001,TEXAS,"140,000"
2001,UTAH,"560,000"
2001,VERMONT,"40,000"
2001,VIRGINIA,"130,000"
2001,WASHINGTON,"470,000"
2001,WEST VIRGINIA,"50,000"
2001,WISCONSIN,"1,700,000"
2001,WYOMING,"580,000"
2000,ARIZONA,"205,000"
2000,ARKANSAS,"20,000"
2000,CALIFORNIA,"1,020,000"
2000,COLORADO,"950,000"
2000,CONNECTICUT,"12,000"
2000,DELAWARE,"8,000"
2000,IDAHO,"1,130,000"
2000,ILLINOIS,"480,000"
2000,INDIANA,"430,000"
2000,IOWA,"1,300,000"
2000,KANSAS,"950,000"
2000,KENTUCKY,"230,000"
2000,MAINE,"12,000"
2000,MARYLAND,"65,000"
2000,MASSACHUSETTS,"16,000"
2000,MICHIGAN,"1,000,000"
2000,MINNESOTA,"1,550,000"
2000,MISSOURI,"390,000"
2000,MONTANA,"1,400,000"
2000,NEBRASKA,"1,350,000"
2000,NEVADA,"275,000"
2000,NEW HAMPSHIRE,"8,000"
2000,NEW JERSEY,"30,000"
2000,NEW MEXICO,"290,000"
2000,NEW YORK,"450,000"
2000,NORTH CAROLINA,"20,000"
2000,NORTH DAKOTA,"1,350,000"
2000,OHIO,"640,000"
2000,OKLAHOMA,"330,000"
2000,OREGON,"390,000"
2000,PENNSYLVANIA,"650,000"
2000,RHODE ISLAND,"2,000"
2000,SOUTH DAKOTA,"2,650,000"
2000,TENNESSEE,"35,000"
2000,TEXAS,"130,000"
2000,UTAH,"575,000"
2000,VERMONT,"50,000"
2000,VIRGINIA,"120,000"
2000,WASHINGTON,"470,000"
2000,WEST VIRGINIA,"50,000"
2000,WISCONSIN,"1,800,000"
2000,WYOMING,"630,000"
1999,ARIZONA,"200,000"
1999,ARKANSAS,"20,000"
1999,CALIFORNIA,"1,050,000"
1999,COLORADO,"900,000"
1999,CONNECTICUT,"11,000"
1999,DELAWARE,"7,000"
1999,IDAHO,"1,150,000"
1999,ILLINOIS,"470,000"
1999,INDIANA,"400,000"
1999,IOWA,"1,300,000"
1999,KANSAS,"900,000"
1999,KENTUCKY,"230,000"
1999,MAINE,"12,000"
1999,MARYLAND,"60,000"
1999,MASSACHUSETTS,"17,000"
1999,MICHIGAN,"950,000"
1999,MINNESOTA,"1,600,000"
1999,MISSOURI,"390,000"
1999,MONTANA,"1,700,000"
1999,NEBRASKA,"1,400,000"
1999,NEVADA,"265,000"
1999,NEW HAMPSHIRE,"7,000"
1999,NEW JERSEY,"30,000"
1999,NEW MEXICO,"290,000"
1999,NEW YORK,"550,000"
1999,NORTH CAROLINA,"20,000"
1999,NORTH DAKOTA,"1,450,000"
1999,OHIO,"640,000"
1999,OKLAHOMA,"360,000"
1999,OREGON,"420,000"
1999,PENNSYLVANIA,"700,000"
1999,RHODE ISLAND,"2,000"
1999,SOUTH DAKOTA,"2,400,000"
1999,TENNESSEE,"30,000"
1999,TEXAS,"140,000"
1999,UTAH,"550,000"
1999,VERMONT,"45,000"
1999,VIRGINIA,"120,000"
1999,WASHINGTON,"470,000"
1999,WEST VIRGINIA,"50,000"
1999,WISCONSIN,"2,100,000"
1999,WYOMING,"660,000"
1998,ARIZONA,"200,000"
1998,ARKANSAS,"25,000"
1998,CALIFORNIA,"1,050,000"
1998,COLORADO,"810,000"
1998,CONNECTICUT,"8,000"
1998,DELAWARE,"8,000"
1998,IDAHO,"1,100,000"
1998,ILLINOIS,"580,000"
1998,INDIANA,"380,000"
1998,IOWA,"1,250,000"
1998,KANSAS,"1,000,000"
1998,KENTUCKY,"250,000"
1998,MAINE,"13,000"
1998,MARYLAND,"55,000"
1998,MASSACHUSETTS,"18,000"
1998,MICHIGAN,"850,000"
1998,MINNESOTA,"1,550,000"
1998,MISSOURI,"400,000"
1998,MONTANA,"1,700,000"
1998,NEBRASKA,"1,400,000"
1998,NEVADA,"260,000"
1998,NEW HAMPSHIRE,"8,000"
1998,NEW JERSEY,"30,000"
1998,NEW MEXICO,"270,000"
1998,NEW YORK,"600,000"
1998,NORTH CAROLINA,"20,000"
1998,NORTH DAKOTA,"1,400,000"
1998,OHIO,"590,000"
1998,OKLAHOMA,"350,000"
1998,OREGON,"400,000"
1998,PENNSYLVANIA,"700,000"
1998,RHODE ISLAND,"2,000"
1998,SOUTH DAKOTA,"2,400,000"
1998,TENNESSEE,"35,000"
1998,TEXAS,"140,000"
1998,UTAH,"545,000"
1998,VERMONT,"45,000"
1998,VIRGINIA,"120,000"
1998,WASHINGTON,"480,000"
1998,WEST VIRGINIA,"50,000"
1998,WISCONSIN,"1,900,000"
1998,WYOMING,"600,000"
1997,ARIZONA,"190,000"
1997,ARKANSAS,"25,000"
1997,CALIFORNIA,"950,000"
1997,COLORADO,"840,000"
1997,CONNECTICUT,"12,000"
1997,DELAWARE,"7,000"
1997,IDAHO,"1,000,000"
1997,ILLINOIS,"580,000"
1997,INDIANA,"400,000"
1997,IOWA,"1,200,000"
1997,KANSAS,"900,000"
1997,KENTUCKY,"250,000"
1997,MAINE,"10,000"
1997,MARYLAND,"55,000"
1997,MASSACHUSETTS,"17,000"
1997,MICHIGAN,"900,000"
1997,MINNESOTA,"1,475,000"
1997,MISSOURI,"450,000"
1997,MONTANA,"1,650,000"
1997,NEBRASKA,"1,300,000"
1997,NEVADA,"260,000"
1997,NEW HAMPSHIRE,"8,000"
1997,NEW JERSEY,"25,000"
1997,NEW MEXICO,"255,000"
1997,NEW YORK,"640,000"
1997,NORTH CAROLINA,"20,000"
1997,NORTH DAKOTA,"1,750,000"
1997,OHIO,"600,000"
1997,OKLAHOMA,"360,000"
1997,OREGON,"420,000"
1997,PENNSYLVANIA,"740,000"
1997,RHODE ISLAND,"2,000"
1997,SOUTH DAKOTA,"2,300,000"
1997,TENNESSEE,"40,000"
1997,TEXAS,"135,000"
1997,UTAH,"545,000"
1997,VERMONT,"45,000"
1997,VIRGINIA,"120,000"
1997,WASHINGTON,"480,000"
1997,WEST VIRGINIA,"55,000"
1997,WISCONSIN,"1,900,000"
1997,WYOMING,"640,000"
1996,ARIZONA,"160,000"
1996,ARKANSAS,"25,000"
1996,CALIFORNIA,"940,000"
1996,COLORADO,"860,000"
1996,CONNECTICUT,"15,000"
1996,DELAWARE,"7,000"
1996,IDAHO,"1,000,000"
1996,ILLINOIS,"550,000"
1996,INDIANA,"425,000"
1996,IOWA,"1,200,000"
1996,KANSAS,"800,000"
1996,KENTUCKY,"300,000"
1996,MAINE,"10,000"
1996,MARYLAND,"60,000"
1996,MASSACHUSETTS,"15,000"
1996,MICHIGAN,"950,000"
1996,MINNESOTA,"1,475,000"
1996,MISSOURI,"480,000"
1996,MONTANA,"1,700,000"
1996,NEBRASKA,"1,400,000"
1996,NEVADA,"250,000"
1996,NEW HAMPSHIRE,"12,000"
1996,NEW JERSEY,"25,000"
1996,NEW MEXICO,"250,000"
1996,NEW YORK,"640,000"
1996,NORTH CAROLINA,"15,000"
1996,NORTH DAKOTA,"1,700,000"
1996,OHIO,"700,000"
1996,OKLAHOMA,"360,000"
1996,OREGON,"460,000"
1996,PENNSYLVANIA,"750,000"
1996,RHODE ISLAND,"2,000"
1996,SOUTH DAKOTA,"2,500,000"
1996,TENNESSEE,"40,000"
1996,TEXAS,"150,000"
1996,UTAH,"545,000"
1996,VERMONT,"65,000"
1996,VIRGINIA,"120,000"
1996,WASHINGTON,"490,000"
1996,WEST VIRGINIA,"40,000"
1996,WISCONSIN,"2,100,000"
1996,WYOMING,"620,000"
1995,ARIZONA,"165,000"
1995,ARKANSAS,"25,000"
1995,CALIFORNIA,"940,000"
1995,COLORADO,"850,000"
1995,CONNECTICUT,"15,000"
1995,DELAWARE,"4,000"
1995,IDAHO,"1,100,000"
1995,ILLINOIS,"570,000"
1995,INDIANA,"320,000"
1995,IOWA,"1,350,000"
1995,KANSAS,"850,000"
1995,KENTUCKY,"300,000"
1995,MAINE,"15,000"
1995,MARYLAND,"55,000"
1995,MASSACHUSETTS,"20,000"
1995,MICHIGAN,"1,050,000"
1995,MINNESOTA,"1,425,000"
1995,MISSOURI,"450,000"
1995,MONTANA,"1,600,000"
1995,NEBRASKA,"1,350,000"
1995,NEVADA,"250,000"
1995,NEW HAMPSHIRE,"13,000"
1995,NEW JERSEY,"30,000"
1995,NEW MEXICO,"245,000"
1995,NEW YORK,"650,000"
1995,NORTH CAROLINA,"20,000"
1995,NORTH DAKOTA,"1,400,000"
1995,OHIO,"700,000"
1995,OKLAHOMA,"350,000"
1995,OREGON,"450,000"
1995,PENNSYLVANIA,"780,000"
1995,RHODE ISLAND,"2,000"
1995,SOUTH DAKOTA,"2,600,000"
1995,TENNESSEE,"50,000"
1995,TEXAS,"160,000"
1995,UTAH,"545,000"
1995,VERMONT,"95,000"
1995,VIRGINIA,"130,000"
1995,WASHINGTON,"500,000"
1995,WEST VIRGINIA,"40,000"
1995,WISCONSIN,"2,300,000"
1995,WYOMING,"640,000"
1994,ARIZONA,"160,000"
1994,ARKANSAS,"25,000"
1994,CALIFORNIA,"950,000"
1994,COLORADO,"840,000"
1994,CONNECTICUT,"24,000"
1994,DELAWARE,"5,000"
1994,IDAHO,"1,020,000"
1994,ILLINOIS,"600,000"
1994,INDIANA,"350,000"
1994,IOWA,"1,250,000"
1994,KANSAS,"800,000"
1994,KENTUCKY,"300,000"
1994,MAINE,"14,000"
1994,MARYLAND,"60,000"
1994,MASSACHUSETTS,"24,000"
1994,MICHIGAN,"1,050,000"
1994,MINNESOTA,"1,600,000"
1994,MISSOURI,"450,000"
1994,MONTANA,"1,550,000"
1994,NEBRASKA,"1,400,000"
1994,NEVADA,"240,000"
1994,NEW HAMPSHIRE,"19,000"
1994,NEW JERSEY,"30,000"
1994,NEW MEXICO,"250,000"
1994,NEW YORK,"620,000"
1994,NORTH CAROLINA,"20,000"
1994,NORTH DAKOTA,"1,450,000"
1994,OHIO,"660,000"
1994,OKLAHOMA,"340,000"
1994,OREGON,"410,000"
1994,PENNSYLVANIA,"800,000"
1994,RHODE ISLAND,"2,000"
1994,SOUTH DAKOTA,"2,500,000"
1994,TENNESSEE,"50,000"
1994,TEXAS,"90,000"
1994,UTAH,"525,000"
1994,VERMONT,"100,000"
1994,VIRGINIA,"130,000"
1994,WASHINGTON,"470,000"
1994,WEST VIRGINIA,"50,000"
1994,WISCONSIN,"2,300,000"
1994,WYOMING,"610,000"
1993,ARIZONA,"150,000"
1993,ARKANSAS,"30,000"
1993,CALIFORNIA,"920,000"
1993,COLORADO,"850,000"
1993,CONNECTICUT,"20,000"
1993,DELAWARE,"5,000"
1993,IDAHO,"1,050,000"
1993,ILLINOIS,"740,000"
1993,INDIANA,"330,000"
1993,IOWA,"1,550,000"
1993,KANSAS,"850,000"
1993,KENTUCKY,"300,000"
1993,MAINE,"19,000"
1993,MARYLAND,"65,000"
1993,MASSACHUSETTS,"31,000"
1993,MICHIGAN,"1,100,000"
1993,MINNESOTA,"1,600,000"
1993,MISSOURI,"550,000"
1993,MONTANA,"1,450,000"
1993,NEBRASKA,"1,400,000"
1993,NEVADA,"235,000"
1993,NEW HAMPSHIRE,"16,000"
1993,NEW JERSEY,"30,000"
1993,NEW MEXICO,"255,000"
1993,NEW YORK,"700,000"
1993,NORTH CAROLINA,"20,000"
1993,NORTH DAKOTA,"1,700,000"
1993,OHIO,"650,000"
1993,OKLAHOMA,"330,000"
1993,OREGON,"420,000"
1993,PENNSYLVANIA,"780,000"
1993,RHODE ISLAND,"2,000"
1993,SOUTH DAKOTA,"2,300,000"
1993,TENNESSEE,"60,000"
1993,TEXAS,"85,000"
1993,UTAH,"500,000"
1993,VERMONT,"90,000"
1993,VIRGINIA,"130,000"
1993,WASHINGTON,"480,000"
1993,WEST VIRGINIA,"40,000"
1993,WISCONSIN,"2,200,000"
1993,WYOMING,"640,000"
1992,ARIZONA,"150,000"
1992,ARKANSAS,"30,000"
1992,CALIFORNIA,"960,000"
1992,COLORADO,"780,000"
1992,CONNECTICUT,"20,000"
1992,DELAWARE,"6,000"
1992,IDAHO,"910,000"
1992,ILLINOIS,"740,000"
1992,INDIANA,"330,000"
1992,IOWA,"1,550,000"
1992,KANSAS,"850,000"
1992,KENTUCKY,"320,000"
1992,MAINE,"21,000"
1992,MARYLAND,"70,000"
1992,MASSACHUSETTS,"30,000"
1992,MICHIGAN,"1,050,000"
1992,MINNESOTA,"1,500,000"
1992,MISSOURI,"600,000"
1992,MONTANA,"1,300,000"
1992,NEBRASKA,"1,500,000"
1992,NEVADA,"230,000"
1992,NEW HAMPSHIRE,"16,000"
1992,NEW JERSEY,"29,000"
1992,NEW MEXICO,"250,000"
1992,NEW YORK,"800,000"
1992,NORTH CAROLINA,"30,000"
1992,NORTH DAKOTA,"1,300,000"
1992,OHIO,"700,000"
1992,OKLAHOMA,"350,000"
1992,OREGON,"400,000"
1992,PENNSYLVANIA,"800,000"
1992,RHODE ISLAND,"3,000"
1992,SOUTH DAKOTA,"2,200,000"
1992,TENNESSEE,"70,000"
1992,TEXAS,"110,000"
1992,UTAH,"490,000"
1992,VERMONT,"95,000"
1992,VIRGINIA,"140,000"
1992,WASHINGTON,"480,000"
1992,WEST VIRGINIA,"40,000"
1992,WISCONSIN,"2,300,000"
1992,WYOMING,"520,000"
1991,ARIZONA,"170,000"
1991,ARKANSAS,"30,000"
1991,CALIFORNIA,"1,050,000"
1991,COLORADO,"720,000"
1991,CONNECTICUT,"19,000"
1991,DELAWARE,"6,000"
1991,IDAHO,"1,030,000"
1991,ILLINOIS,"670,000"
1991,INDIANA,"375,000"
1991,IOWA,"1,500,000"
1991,KANSAS,"800,000"
1991,KENTUCKY,"350,000"
1991,MAINE,"21,000"
1991,MARYLAND,"75,000"
1991,MASSACHUSETTS,"29,000"
1991,MICHIGAN,"1,150,000"
1991,MINNESOTA,"1,700,000"
1991,MISSOURI,"550,000"
1991,MONTANA,"1,350,000"
1991,NEBRASKA,"1,450,000"
1991,NEVADA,"235,000"
1991,NEW HAMPSHIRE,"14,000"
1991,NEW JERSEY,"28,000"
1991,NEW MEXICO,"260,000"
1991,NEW YORK,"760,000"
1991,NORTH CAROLINA,"40,000"
1991,NORTH DAKOTA,"1,400,000"
1991,OHIO,"600,000"
1991,OKLAHOMA,"400,000"
1991,OREGON,"425,000"
1991,PENNSYLVANIA,"780,000"
1991,RHODE ISLAND,"2,000"
1991,SOUTH DAKOTA,"2,350,000"
1991,TENNESSEE,"80,000"
1991,TEXAS,"100,000"
1991,UTAH,"490,000"
1991,VERMONT,"105,000"
1991,VIRGINIA,"130,000"
1991,WASHINGTON,"480,000"
1991,WEST VIRGINIA,"50,000"
1991,WISCONSIN,"3,000,000"
1991,WYOMING,"640,000"
1990,ARIZONA,"165,000"
1990,ARKANSAS,"25,000"
1990,CALIFORNIA,"1,060,000"
1990,COLORADO,"740,000"
1990,CONNECTICUT,"19,000"
1990,DELAWARE,"8,000"
1990,IDAHO,"960,000"
1990,ILLINOIS,"660,000"
1990,INDIANA,"400,000"
1990,IOWA,"1,700,000"
1990,KANSAS,"800,000"
1990,KENTUCKY,"320,000"
1990,MAINE,"22,000"
1990,MARYLAND,"80,000"
1990,MASSACHUSETTS,"28,000"
1990,MICHIGAN,"1,250,000"
1990,MINNESOTA,"1,600,000"
1990,MISSOURI,"480,000"
1990,MONTANA,"1,300,000"
1990,NEBRASKA,"1,450,000"
1990,NEVADA,"240,000"
1990,NEW HAMPSHIRE,"15,000"
1990,NEW JERSEY,"26,000"
1990,NEW MEXICO,"250,000"
1990,NEW YORK,"860,000"
1990,NORTH CAROLINA,"30,000"
1990,NORTH DAKOTA,"1,400,000"
1990,OHIO,"700,000"
1990,OKLAHOMA,"430,000"
1990,OREGON,"420,000"
1990,PENNSYLVANIA,"810,000"
1990,RHODE ISLAND,"3,000"
1990,SOUTH DAKOTA,"2,100,000"
1990,TENNESSEE,"70,000"
1990,TEXAS,"100,000"
1990,UTAH,"485,000"
1990,VERMONT,"100,000"
1990,VIRGINIA,"140,000"
1990,WASHINGTON,"470,000"
1990,WEST VIRGINIA,"60,000"
1990,WISCONSIN,"3,000,000"
1990,WYOMING,"570,000"
